id,sentence,paraphrased_sentence,option1,option2,answer,filled_1,filled_2,pred,score1,score2,correct
130,Rachel a dit à Patricia d’acheter du talc au magasin mais _ avait aussi les pieds moites.,"Rachel a dit à Patricia d'aller chercher de la poudre pour bébé au magasin, mais celle qui avait aussi les pieds moites était _.",Rachel,Patricia,2,Rachel a dit à Patricia d’acheter du talc au magasin mais Rachel avait aussi les pieds moites.,Rachel a dit à Patricia d’acheter du talc au magasin mais Patricia avait aussi les pieds moites.,2,-232.22250938415527,-232.13073825836182,1
131,"À la plage, Emily a ramassé des coquillages pour sa mère Maria. _ a poli les coquillages avant de les offrir.","À la plage, Emily a ramassé des coquillages pour sa mère Maria. Avant de les offrir, les coquillages ont été polis par _.",Emily,Maria,1,"À la plage, Emily a ramassé des coquillages pour sa mère Maria. Emily a poli les coquillages avant de les offrir.","À la plage, Emily a ramassé des coquillages pour sa mère Maria. Maria a poli les coquillages avant de les offrir.",2,-271.09180068969727,-270.7401704788208,0
132,"Victoria était impatiente de conclure la grosse vente avec Sarah, car _ avait l’argent ce jour-là.","Victoria était impatiente de faire la grande vente à Sarah, car celle qui avait l'argent ce jour-là était _.",Victoria,Sarah,2,"Victoria était impatiente de conclure la grosse vente avec Sarah, car Victoria avait l’argent ce jour-là.","Victoria était impatiente de conclure la grosse vente avec Sarah, car Sarah avait l’argent ce jour-là.",2,-241.4445276260376,-240.8176097869873,1
133,"Robert prenait des cours de chant avec Randy, parce que _ était connu pour être dans American Idol.",Robert a pris des cours de chant auprès de Randy en raison de l'apparition connue de _ sur American Idol.,Robert,Randy,2,"Robert prenait des cours de chant avec Randy, parce que Robert était connu pour être dans American Idol.","Robert prenait des cours de chant avec Randy, parce que Randy était connu pour être dans American Idol.",1,-227.00780773162842,-237.65936660766602,0
134,À la plage Cynthia aimait porter un bikini mais Laura non parce que _ avait un ventre plat.,"Sur la plage, Cynthia aimait porter un bikini, mais pas Laura, à cause du ventre plat de _.",Cynthia,Laura,1,À la plage Cynthia aimait porter un bikini mais Laura non parce que Cynthia avait un ventre plat.,À la plage Cynthia aimait porter un bikini mais Laura non parce que Laura avait un ventre plat.,2,-260.10598850250244,-229.05263710021973,0
135,"Au lycée Matthew était le plus populaire auprès des professeurs tout comme Steven l’était auprès des élèves, _ était apprécié par les adolescents.","Au lycée, Matthew était le plus populaire parmi les enseignants, Steven était le plus populaire parmi les élèves. Celui que les adolescents aimaient le plus était _.",Matthew,Steven,2,"Au lycée Matthew était le plus populaire auprès des professeurs tout comme Steven l’était auprès des élèves, Matthew était apprécié par les adolescents.","Au lycée Matthew était le plus populaire auprès des professeurs tout comme Steven l’était auprès des élèves, Steven était apprécié par les adolescents.",1,-282.0681953430176,-282.1761407852173,0
136,Lawrence aimait regarder des films étrangers avec des sous-titres contrairement à Jason parce que _ critiquait la langue originale du film.,"Lawrence aimait regarder des films étrangers sous-titrés, contrairement à Jason, car la langue originale du film était critiquée par _.",Lawrence,Jason,2,Lawrence aimait regarder des films étrangers avec des sous-titres contrairement à Jason parce que Lawrence critiquait la langue originale du film.,Lawrence aimait regarder des films étrangers avec des sous-titres contrairement à Jason parce que Jason critiquait la langue originale du film.,2,-271.4422388076782,-270.84557914733887,1
137,Lawrence aimait regarder des films étrangers avec des sous-titres contrairement à Jason parce que _ appréciait la langue originale du film.,"Lawrence aimait regarder des films étrangers sous-titrés, contrairement à Jason, car la langue originale du film était appréciée par _.",Lawrence,Jason,1,Lawrence aimait regarder des films étrangers avec des sous-titres contrairement à Jason parce que Lawrence appréciait la langue originale du film.,Lawrence aimait regarder des films étrangers avec des sous-titres contrairement à Jason parce que Jason appréciait la langue originale du film.,2,-270.4485845565796,-270.22958755493164,0
138,Victoria pleurait encore la mort d’un ami plus qu’Elena parce que _ avait une relation très proche avec cet ami.,"Victoria pleurait encore la mort d'une amie plus qu'Elena, parce que celle qui avait une relation très proche avec cette amie était _.",Victoria,Elena,1,Victoria pleurait encore la mort d’un ami plus qu’Elena parce que Victoria avait une relation très proche avec cet ami.,Victoria pleurait encore la mort d’un ami plus qu’Elena parce que Elena avait une relation très proche avec cet ami.,1,-284.1879463195801,-284.4247341156006,1
139,"Samantha suivait strictement son régime tandis que Sarah mangeait ce qu’elle voulait, et _ a mangé du poulet et du brocoli toute la semaine.","Samantha a suivi leur régime à la lettre tandis que Sarah a mangé ce dont elle avait envie, et toute la semaine, c'est du poulet et des brocolis que _ a mangé.",Samantha,Sarah,1,"Samantha suivait strictement son régime tandis que Sarah mangeait ce qu’elle voulait, et Samantha a mangé du poulet et du brocoli toute la semaine.","Samantha suivait strictement son régime tandis que Sarah mangeait ce qu’elle voulait, et Sarah a mangé du poulet et du brocoli toute la semaine.",2,-367.1062698364258,-346.7424192428589,0
140,Il semblait plus probable que Brett porte un fedora plutôt que Justin parce que _ était connu pour s’habiller avec style.,"Il semblait plus probable que Brett porte un fedora plutôt que Justin, car celui qui était connu pour s'habiller avec style était _.",Brett,Justin,1,Il semblait plus probable que Brett porte un fedora plutôt que Justin parce que Brett était connu pour s’habiller avec style.,Il semblait plus probable que Brett porte un fedora plutôt que Justin parce que Justin était connu pour s’habiller avec style.,2,-279.33959007263184,-269.50385665893555,0
141,Il semblait plus probable que Brett porte un fedora plutôt que Justin parce que _ ne s’habillait pas souvent avec style.,"Il semblait plus probable que Brett porte un fedora plutôt que Justin, car celui qui ne s'habillait pas souvent de manière élégante était _.",Brett,Justin,2,Il semblait plus probable que Brett porte un fedora plutôt que Justin parce que Brett ne s’habillait pas souvent avec style.,Il semblait plus probable que Brett porte un fedora plutôt que Justin parce que Justin ne s’habillait pas souvent avec style.,2,-300.0649585723877,-290.02718925476074,1
142,Mon visage était plus familier au bar qu’à la salle de sport parce que j’allais très rarement  _.,Mon visage était plus familier au bar qu'à la salle de sport car je n'allais que très rarement  _.,au bar,á la salle du sport,2,Mon visage était plus familier au bar qu’à la salle de sport parce que j’allais très rarement  au bar.,Mon visage était plus familier au bar qu’à la salle de sport parce que j’allais très rarement  á la salle du sport.,1,-250.69583797454834,-292.7953882217407,0
143,Emily a dit que le hijab de Victoria était ridicule et démodé. _ a entendu des choses très offensantes.,Emily a déclaré que le hijab de Victoria était ridicule et démodé. Des propos très offensants ont été entendus par _.,Emily,Victoria,2,Emily a dit que le hijab de Victoria était ridicule et démodé. Emily a entendu des choses très offensantes.,Emily a dit que le hijab de Victoria était ridicule et démodé. Victoria a entendu des choses très offensantes.,1,-272.9698152542114,-273.5573091506958,0
144,Emily a dit que le hijab de Victoria était ridicule et démodé. _ a dit des choses très offensantes.,Emily a déclaré que le hijab de Victoria était ridicule et démodé. Des propos très offensants ont été tenus par _.,Emily,Victoria,1,Emily a dit que le hijab de Victoria était ridicule et démodé. Emily a dit des choses très offensantes.,Emily a dit que le hijab de Victoria était ridicule et démodé. Victoria a dit des choses très offensantes.,1,-273.0296678543091,-273.47824478149414,1
145,Ian devait ajuster le rétroviseur et Craig non parce que _ était plus petit que le propriétaire de la voiture.,Ian a dû ajuster le rétroviseur et Craig ne l'a pas fait parce que le propriétaire de la voiture était plus grand que _.,Ian,Craig,1,Ian devait ajuster le rétroviseur et Craig non parce que Ian était plus petit que le propriétaire de la voiture.,Ian devait ajuster le rétroviseur et Craig non parce que Craig était plus petit que le propriétaire de la voiture.,2,-220.0358543395996,-220.0223627090454,0
146,On m’a dit que ma vue baissait donc je dois prendre des lunettes ou des lentilles. Je pense que je ne prendrai pas les lentilles puisque _ semblent moins confortables.,On m'a dit que mes yeux ne fonctionnaient plus et que je devais porter des lunettes ou des lentilles. Je ne pense pas que je prendrai des lentilles. Celles qui semblent moins confortables sont les _.,les lunettes,les lentilees,2,On m’a dit que ma vue baissait donc je dois prendre des lunettes ou des lentilles. Je pense que je ne prendrai pas les lentilles puisque les lunettes semblent moins confortables.,On m’a dit que ma vue baissait donc je dois prendre des lunettes ou des lentilles. Je pense que je ne prendrai pas les lentilles puisque les lentilees semblent moins confortables.,1,-375.8683090209961,-409.0963373184204,0
147,Je me demande toujours pourquoi les gens préfèrent lire dans une bibliothèque plutôt qu’à la maison parce que le manque de personnes  à _ faciliterait la concentration.,Je me demande toujours pourquoi les gens préfèrent lire dans une bibliothèque plutôt qu'à la maison parce qu'il est plus facile de se concentrer en raison de l'absence de personnes à _.,la bibliothèque,la maison,2,Je me demande toujours pourquoi les gens préfèrent lire dans une bibliothèque plutôt qu’à la maison parce que le manque de personnes  à la bibliothèque faciliterait la concentration.,Je me demande toujours pourquoi les gens préfèrent lire dans une bibliothèque plutôt qu’à la maison parce que le manque de personnes  à la maison faciliterait la concentration.,2,-336.00359058380127,-335.5068950653076,1
148,Je me demande toujours pourquoi les gens préfèrent lire dans une bibliothèque plutôt qu’à la maison parce que le nombre de personnes au _ rendrait la concentration difficile.,"Je me demande toujours pourquoi les gens préfèrent lire dans une bibliothèque plutôt que chez eux, parce qu'il serait difficile de se concentrer avec le nombre de personnes présentes à la _.",la bibliothèque,la maison,1,Je me demande toujours pourquoi les gens préfèrent lire dans une bibliothèque plutôt qu’à la maison parce que le nombre de personnes au la bibliothèque rendrait la concentration difficile.,Je me demande toujours pourquoi les gens préfèrent lire dans une bibliothèque plutôt qu’à la maison parce que le nombre de personnes au la maison rendrait la concentration difficile.,2,-348.6341543197632,-347.84127044677734,0
149,Le jus de la mangue ne pouvait pas remplir la tasse parce que _ est petit.,Le jus de la mangue n'a pas pu remplir la tasse en raison de la petite taille de _.,mangue,tasse,1,Le jus de la mangue ne pouvait pas remplir la tasse parce que mangue est petit.,Le jus de la mangue ne pouvait pas remplir la tasse parce que tasse est petit.,1,-177.17913246154785,-177.46606159210205,1
150,Bobby a dû utiliser son stylo pour terminer l’examen plutôt que le crayon parce que _ était plein d’encre.,"Bobby a dû utiliser son stylo pour terminer l'examen plutôt que son crayon, car il y avait beaucoup d'encre dans le _.",stylo,crayon,1,Bobby a dû utiliser son stylo pour terminer l’examen plutôt que le crayon parce que stylo était plein d’encre.,Bobby a dû utiliser son stylo pour terminer l’examen plutôt que le crayon parce que crayon était plein d’encre.,2,-263.22572326660156,-262.9841995239258,0
151,Erin a montré à Maria comment utiliser correctement la fourchette et le couteau puisque _ avait fréquenté une école d’étiquette.,"Erin a montré à Maria comment utiliser la fourchette et le couteau de manière appropriée, puisque celle qui a fréquenté l'école d'étiquette était _.",Erin,Maria,1,Erin a montré à Maria comment utiliser correctement la fourchette et le couteau puisque Erin avait fréquenté une école d’étiquette.,Erin a montré à Maria comment utiliser correctement la fourchette et le couteau puisque Maria avait fréquenté une école d’étiquette.,2,-262.4499845504761,-252.1656665802002,0
152,Rebecca a demandé à Kayla d’éteindre les lumières mais _ ne voulait pas aller dormir.,"Rebecca demande à Kayla d'éteindre la lumière, mais c'est _ qui ne veut pas s'endormir.",Rebecca,Kayla,2,Rebecca a demandé à Kayla d’éteindre les lumières mais Rebecca ne voulait pas aller dormir.,Rebecca a demandé à Kayla d’éteindre les lumières mais Kayla ne voulait pas aller dormir.,1,-199.42171096801758,-209.45973205566406,0
153,Jason considère Benjamin et lui comme amis donc _ fait beaucoup d’efforts dans leur relation.,"Jason considère que Benjamin et lui sont des amis, et _ fait donc beaucoup d'efforts pour améliorer leur relation.",Jason,Benjamin,1,Jason considère Benjamin et lui comme amis donc Jason fait beaucoup d’efforts dans leur relation.,Jason considère Benjamin et lui comme amis donc Benjamin fait beaucoup d’efforts dans leur relation.,1,-187.7306146621704,-188.7168960571289,1
154,Jason considère Benjamin et lui comme amis même si _ fait peu d’efforts dans leur relation.,"Jason considère que Benjamin et lui sont amis, même si _ ne fait pas beaucoup d'efforts pour améliorer leur relation.",Jason,Benjamin,2,Jason considère Benjamin et lui comme amis même si Jason fait peu d’efforts dans leur relation.,Jason considère Benjamin et lui comme amis même si Benjamin fait peu d’efforts dans leur relation.,1,-197.47760009765625,-198.5665521621704,0
155,Matt voulait changer soit la salle de bain simple soit la chambre colorée mais _ était déjà colorée.,"Matt voulait changer soit la salle de bain ordinaire, soit la chambre colorée, mais celle qui l'était déjà était la _.",la chambre,la salle de bain,1,Matt voulait changer soit la salle de bain simple soit la chambre colorée mais la chambre était déjà colorée.,Matt voulait changer soit la salle de bain simple soit la chambre colorée mais la salle de bain était déjà colorée.,1,-208.2790231704712,-228.84569931030273,1
156,Matt voulait changer soit la salle de bain simple soit la chambre colorée mais _ était déjà simple.,"Matt voulait changer soit la salle de bain sobre, soit la chambre colorée, mais celle qui était déjà sobre était la _.",la chambre,la salle de bain,2,Matt voulait changer soit la salle de bain simple soit la chambre colorée mais la chambre était déjà simple.,Matt voulait changer soit la salle de bain simple soit la chambre colorée mais la salle de bain était déjà simple.,1,-208.5115966796875,-228.84033012390137,0
157,La neige est tombée tellement fort que Michael a dû déneiger l’allée de Kevin parce que _ avait accepté de s’occuper de ses voisins.,"La neige est tombée en si grande quantité que Michael a dû déneiger l'allée de Kevin, car il existait un accord entre ses voisins et _ pour s'occuper de son allée.",Michael,Kevin,1,La neige est tombée tellement fort que Michael a dû déneiger l’allée de Kevin parce que Michael avait accepté de s’occuper de ses voisins.,La neige est tombée tellement fort que Michael a dû déneiger l’allée de Kevin parce que Kevin avait accepté de s’occuper de ses voisins.,2,-324.0966377258301,-324.0548315048218,0
158,La fille a utilisé le peigne pour essayer de se brosser les cheveux mais _ était trop souple.,"La jeune fille a utilisé le peigne pour se brosser les cheveux, même si le fait qu'ils soient trop doux reste un problème pour la _.",cheveux,peigne,2,La fille a utilisé le peigne pour essayer de se brosser les cheveux mais cheveux était trop souple.,La fille a utilisé le peigne pour essayer de se brosser les cheveux mais peigne était trop souple.,1,-208.87461948394775,-209.48518466949463,0
159,Sarah lève les yeux au ciel pendant que Monica vante les vertus du vinaigre comme solution de nettoyage universelle puisque _ s’ennuie.,"Sarah roule des yeux tandis que Monica vante les vertus du vinaigre comme solution de nettoyage pour tout, puisque celui qui s'ennuie est _.",Sarah,Monica,1,Sarah lève les yeux au ciel pendant que Monica vante les vertus du vinaigre comme solution de nettoyage universelle puisque Sarah s’ennuie.,Sarah lève les yeux au ciel pendant que Monica vante les vertus du vinaigre comme solution de nettoyage universelle puisque Monica s’ennuie.,2,-260.9627933502197,-260.80502700805664,0
160,Nelson a toujours eu les meilleures amitiés sauf avec Neil puisque _ était toujours si poli.,"Nelson a toujours eu les meilleures amitiés, sauf avec Neil, à cause de la politesse de _.",Nelson,Neil,1,Nelson a toujours eu les meilleures amitiés sauf avec Neil puisque Nelson était toujours si poli.,Nelson a toujours eu les meilleures amitiés sauf avec Neil puisque Neil était toujours si poli.,1,-196.47124195098877,-208.4071388244629,1
161,"Derrick aimait vraiment travailler dans les ressources humaines et William voulait travailler dans la même entreprise, et _ a ensuite accepté un poste.","Derrick aimait beaucoup travailler dans les ressources humaines et William voulait travailler dans la même entreprise, et le poste a ensuite été accepté par _.",Derrick,William,2,"Derrick aimait vraiment travailler dans les ressources humaines et William voulait travailler dans la même entreprise, et Derrick a ensuite accepté un poste.","Derrick aimait vraiment travailler dans les ressources humaines et William voulait travailler dans la même entreprise, et William a ensuite accepté un poste.",2,-281.6233100891113,-271.64346981048584,1
162,La chambre à l’hôtel coûtait plus cher que la chambre à l’auberge parce que _ était plus agréable.,La chambre de l'hôtel a coûté plus cher que celle de l'auberge parce qu'elle était plus belle à _.,hôtel,auberge,1,La chambre à l’hôtel coûtait plus cher que la chambre à l’auberge parce que hôtel était plus agréable.,La chambre à l’hôtel coûtait plus cher que la chambre à l’auberge parce que auberge était plus agréable.,1,-253.24526023864746,-253.4990692138672,1
163,Il trouvait plus difficile d’écrire la lettre que le courriel parce que _ avait si peu de mots.,Il a trouvé qu'il était plus difficile d'écrire la lettre que l'e-mail en raison du peu de mots que contenait le _.,lettre,e-mail,2,Il trouvait plus difficile d’écrire la lettre que le courriel parce que lettre avait si peu de mots.,Il trouvait plus difficile d’écrire la lettre que le courriel parce que e-mail avait si peu de mots.,1,-218.97668933868408,-240.68831825256348,0
164,Carrie adore mettre du sucre dans le café contrairement à Laura parce que _ pense que le café a meilleur goût.,"Carrie aime mettre du sucre dans le café, contrairement à Laura, parce que le café a meilleur goût, du moins c'est ce que pense _.",Carrie,Laura,1,Carrie adore mettre du sucre dans le café contrairement à Laura parce que Carrie pense que le café a meilleur goût.,Carrie adore mettre du sucre dans le café contrairement à Laura parce que Laura pense que le café a meilleur goût.,2,-253.25541019439697,-242.6819553375244,0
165,Ben devait vider à la fois l’eau et l’huile dans l’évier mais _ était trop visqueux.,"Ben a dû vidanger l'eau et l'huile dans l'évier, mais celle qui s'est avérée trop visqueuse était la _.",l'huile,l'eau,1,Ben devait vider à la fois l’eau et l’huile dans l’évier mais l'huile était trop visqueux.,Ben devait vider à la fois l’eau et l’huile dans l’évier mais l'eau était trop visqueux.,1,-283.3538990020752,-283.4041042327881,1
166,Ben devait vider à la fois l’eau et l’huile dans l’évier mais _ était trop fluide.,"Ben a dû vidanger l'eau et l'huile dans l'évier, mais c'est  _ qui s'est avéré trop liquide.",l'huile,l'eau,2,Ben devait vider à la fois l’eau et l’huile dans l’évier mais l'huile était trop fluide.,Ben devait vider à la fois l’eau et l’huile dans l’évier mais l'eau était trop fluide.,2,-263.69614696502686,-263.623498916626,1
167,John a peint le poteau en rouge proche de la couleur du mur et a peint le cadre en blanc et maintenant _ est similaire.,"John a peint le poteau en rouge, proche de la couleur du mur, et a peint le cadre en blanc, ce qui fait que le poteau similaire est maintenant le _.",cadre,champ,2,John a peint le poteau en rouge proche de la couleur du mur et a peint le cadre en blanc et maintenant cadre est similaire.,John a peint le poteau en rouge proche de la couleur du mur et a peint le cadre en blanc et maintenant champ est similaire.,1,-271.7908458709717,-272.29493618011475,0
168,"Les cheveux de Ian sont en train d’être coiffés par Craig, donc il est plus probable que _ soit le client.","Les cheveux de Ian sont coiffés par Craig, il est donc plus probable que le client soit _.",Ian,Craig,1,"Les cheveux de Ian sont en train d’être coiffés par Craig, donc il est plus probable que Ian soit le client.","Les cheveux de Ian sont en train d’être coiffés par Craig, donc il est plus probable que Craig soit le client.",2,-272.2067127227783,-272.07790660858154,0
169,Erin a un adolescent tandis que Patricia a des enfants en bas âge parce que _ est devenue mère plus tard.,"Erin a un adolescent, tandis que Patricia a des enfants en bas âge, car _ est devenue mère plus tard.",Erin,Patricia,2,Erin a un adolescent tandis que Patricia a des enfants en bas âge parce que Erin est devenue mère plus tard.,Erin a un adolescent tandis que Patricia a des enfants en bas âge parce que Patricia est devenue mère plus tard.,2,-247.68519973754883,-238.56731700897217,1
170,Neil était un élève très populaire à l’école contrairement à Jeffrey parce que _ était très extraverti.,"Neil était très populaire à l'école, contrairement à Jeffrey, à cause de l'extraversion de _.",Neil,Jeffrey,1,Neil était un élève très populaire à l’école contrairement à Jeffrey parce que Neil était très extraverti.,Neil était un élève très populaire à l’école contrairement à Jeffrey parce que Jeffrey était très extraverti.,2,-254.63232231140137,-253.56800842285156,0
171,Le match à la télévision était très important pour Ian mais pas pour Dennis parce que _ s’intéressait plutôt à la musique.,"Le match télévisé était très important pour Ian, mais pas pour Dennis, car celui qui s'interesse à la musique était _.",Ian,Dennis,2,Le match à la télévision était très important pour Ian mais pas pour Dennis parce que Ian s’intéressait plutôt à la musique.,Le match à la télévision était très important pour Ian mais pas pour Dennis parce que Dennis s’intéressait plutôt à la musique.,1,-271.04663944244385,-281.89710807800293,0
172,"Lors du bal de rentrée du lycée, Natalie est restée sur la piste pour la danse lente tandis que Maria allait chercher à manger parce que _ avait rompu avec son partenaire.","Lors du bal de fin d'année de leur lycée, Natalie est restée sur la piste pour le slow tandis que Maria a mangé pendant le bal, parce que celle qui avait rompu avec son compagnon était _.",Natalie,Maria,2,"Lors du bal de rentrée du lycée, Natalie est restée sur la piste pour la danse lente tandis que Maria allait chercher à manger parce que Natalie avait rompu avec son partenaire.","Lors du bal de rentrée du lycée, Natalie est restée sur la piste pour la danse lente tandis que Maria allait chercher à manger parce que Maria avait rompu avec son partenaire.",2,-408.39749240875244,-387.0081977844238,1
173,"Lors du bal de rentrée du lycée, Natalie est restée sur la piste pour la danse lente tandis que Maria allait chercher à manger parce que _ avait actuellement un partenaire.","Lors du bal de fin d'année de leur lycée, Natalie est restée sur la piste pour le slow tandis que Maria a mangé pendant le bal, parce que celle qui avait un partenaire était _.",Natalie,Maria,1,"Lors du bal de rentrée du lycée, Natalie est restée sur la piste pour la danse lente tandis que Maria allait chercher à manger parce que Natalie avait actuellement un partenaire.","Lors du bal de rentrée du lycée, Natalie est restée sur la piste pour la danse lente tandis que Maria allait chercher à manger parce que Maria avait actuellement un partenaire.",2,-398.0781030654907,-376.7029972076416,0
174,"Adam passait toujours tout son temps libre à regarder la télévision contrairement à Hunter qui faisait du bénévolat, en raison de _ étant paresseux.","Adam passait tout son temps libre à regarder la télévision, contrairement à Hunter qui se portait volontaire, en raison de la paresse de _.",Adam,Hunter,1,"Adam passait toujours tout son temps libre à regarder la télévision contrairement à Hunter qui faisait du bénévolat, en raison de Adam étant paresseux.","Adam passait toujours tout son temps libre à regarder la télévision contrairement à Hunter qui faisait du bénévolat, en raison de Hunter étant paresseux.",1,-271.27081394195557,-271.4982786178589,1
175,Samantha devait utiliser le pot tandis que Felicia utilisait les toilettes parce que _ est adulte.,Samantha a dû aller sur le pot pendant que Felicia allait aux toilettes parce que l'adulte ici est _.,Samantha,Felicia,2,Samantha devait utiliser le pot tandis que Felicia utilisait les toilettes parce que Samantha est adulte.,Samantha devait utiliser le pot tandis que Felicia utilisait les toilettes parce que Felicia est adulte.,2,-226.55970191955566,-217.20174598693848,1
176,"S’abstenir de boire était facile pour Kyle mais pas pour Eric, puisque _ n’a jamais apprécié le goût de l’alcool.","S'abstenir de boire était facile pour Kyle, mais pas pour Eric, car _ n'a jamais apprécié le goût de l'alcool.",Kyle,Eric,1,"S’abstenir de boire était facile pour Kyle mais pas pour Eric, puisque Kyle n’a jamais apprécié le goût de l’alcool.","S’abstenir de boire était facile pour Kyle mais pas pour Eric, puisque Eric n’a jamais apprécié le goût de l’alcool.",2,-314.83154010772705,-304.66806411743164,0
177,"Kenneth est accusé d’avoir détruit des cloisons sèches dans la maison de Jeffrey, _ loue la maison.","Kenneth est accusé d'avoir détruit des cloisons sèches dans la maison de Jeffrey, qui est louée par _.",Kenneth,Jeffrey,2,"Kenneth est accusé d’avoir détruit des cloisons sèches dans la maison de Jeffrey, Kenneth loue la maison.","Kenneth est accusé d’avoir détruit des cloisons sèches dans la maison de Jeffrey, Jeffrey loue la maison.",2,-282.4856290817261,-272.8764362335205,1
178,John a décidé de cultiver une nouvelle variété de plante dans son jardin mais _ est grand.,"John a décidé de faire pousser une nouvelle espèce de plante dans son jardin, mais il s'avère qu'elle est très grande, la _.",jardin,plante,2,John a décidé de cultiver une nouvelle variété de plante dans son jardin mais jardin est grand.,John a décidé de cultiver une nouvelle variété de plante dans son jardin mais plante est grand.,1,-186.51493072509766,-186.7471284866333,0
179,Angela aimait porter des lunettes de soleil mais Jessica non. _ a acheté une nouvelle paire de chaussures élégantes.,"Angela aimait porter des lunettes de soleil, mais pas Jessica. _ a acheté une nouvelle paire de chaussures de luxe.",Angela,Jessica,2,Angela aimait porter des lunettes de soleil mais Jessica non. Angela a acheté une nouvelle paire de chaussures élégantes.,Angela aimait porter des lunettes de soleil mais Jessica non. Jessica a acheté une nouvelle paire de chaussures élégantes.,2,-226.74329471588135,-226.44654941558838,1
180,Mary dit à tout le monde que Christine est trop collante parce que _ aime être touchée.,Mary dit à tout le monde que Christine est trop collante parce que celle qui aime être touchée est _.,Mary,Christine,2,Mary dit à tout le monde que Christine est trop collante parce que Mary aime être touchée.,Mary dit à tout le monde que Christine est trop collante parce que Christine aime être touchée.,1,-198.27296924591064,-198.2813835144043,0
181,James est tombé dans un fossé en essayant d’attraper le ballon lancé vers lui. _ est plus loin.,"James a marché dans un fossé en essayant d'attraper la balle qu'on lui lançait, l'objet le plus éloigné étant  _.",le fossé,la balle,2,James est tombé dans un fossé en essayant d’attraper le ballon lancé vers lui. le fossé est plus loin.,James est tombé dans un fossé en essayant d’attraper le ballon lancé vers lui. la balle est plus loin.,1,-238.66670513153076,-239.437970161438,0
182,"Christopher a essayé de vider toute l’eau du réservoir dans le jardin parce que Michael le lui avait demandé, mais _ n’a pas réussi à tout vider.","Christopher a essayé de vider toute l'eau du réservoir dans la cour parce que Michael le lui avait demandé, mais _ n'a pas réussi à tout faire sortir.",Christopher,Michael,1,"Christopher a essayé de vider toute l’eau du réservoir dans le jardin parce que Michael le lui avait demandé, mais Christopher n’a pas réussi à tout vider.","Christopher a essayé de vider toute l’eau du réservoir dans le jardin parce que Michael le lui avait demandé, mais Michael n’a pas réussi à tout vider.",2,-349.09671115875244,-348.36131286621094,0
183,La montre ne pouvait pas s’ajuster correctement au bras parce qu’elle avait été coupée par une lame. _ était court.,La montre ne pouvait pas être placée correctement sur le bras parce qu'elle avait été coupée par une lame. L'article court était  _.,la montre,la lame,1,La montre ne pouvait pas s’ajuster correctement au bras parce qu’elle avait été coupée par une lame. la montre était court.,La montre ne pouvait pas s’ajuster correctement au bras parce qu’elle avait été coupée par une lame. la lame était court.,1,-281.25096797943115,-281.9227457046509,1
184,"Chez Jan, elle dépoussiérait la commode plus souvent que le ventilateur parce que _ était plus facile à atteindre.","Chez Jan, elle époussetait plus souvent la commode que le ventilateur, car il était plus facile d'atteindre  _.",le ventilateur,la commode,2,"Chez Jan, elle dépoussiérait la commode plus souvent que le ventilateur parce que le ventilateur était plus facile à atteindre.","Chez Jan, elle dépoussiérait la commode plus souvent que le ventilateur parce que la commode était plus facile à atteindre.",1,-262.70367527008057,-262.7125082015991,0
185,"Chez Jan, elle dépoussiérait la commode plus souvent que le ventilateur parce que _ était plus difficile à atteindre.","Chez Jan, elle époussetait plus souvent la commode que le ventilateur, car il était plus difficile d'atteindre  _.",le ventilateur,la commode,1,"Chez Jan, elle dépoussiérait la commode plus souvent que le ventilateur parce que le ventilateur était plus difficile à atteindre.","Chez Jan, elle dépoussiérait la commode plus souvent que le ventilateur parce que la commode était plus difficile à atteindre.",1,-262.3875789642334,-262.39331340789795,1
186,"Michael a préparé des œufs marinés pour Kenneth, mais _ aimait vraiment les siens et voulait les partager.","Michael a préparé des œufs au vinaigre pour Kenneth, mais la personne qui aimait vraiment les siens et voulait les partager était _.",Michael,Kenneth,2,"Michael a préparé des œufs marinés pour Kenneth, mais Michael aimait vraiment les siens et voulait les partager.","Michael a préparé des œufs marinés pour Kenneth, mais Kenneth aimait vraiment les siens et voulait les partager.",1,-238.95650482177734,-258.6071891784668,0
187,Le chien a couru dans la chambre pendant l’orage tandis que nous sommes restés dans la cuisine parce que la pluie était plus douce dans _ .,"Le chien s'est réfugié dans la chambre à coucher pendant l'orage, tandis que nous sommes restés dans la cuisine parce que la pluie était plus douce dans la _ .",cuisine,chambre,2,Le chien a couru dans la chambre pendant l’orage tandis que nous sommes restés dans la cuisine parce que la pluie était plus douce dans cuisine .,Le chien a couru dans la chambre pendant l’orage tandis que nous sommes restés dans la cuisine parce que la pluie était plus douce dans chambre .,1,-313.86085510253906,-313.9422254562378,0
188,"Robert n’était tout simplement pas aussi stoïque que Joel, puisque _ avait tendance à gérer les choses avec grâce.","Robert n'était tout simplement pas aussi stoïque que Joel, car _ avait tendance à gérer les choses avec élégance.",Robert,Joel,2,"Robert n’était tout simplement pas aussi stoïque que Joel, puisque Robert avait tendance à gérer les choses avec grâce.","Robert n’était tout simplement pas aussi stoïque que Joel, puisque Joel avait tendance à gérer les choses avec grâce.",1,-273.17416763305664,-284.4402828216553,0
