sentence,paraphrased_sentence,option1,option2,answer,gpt_category,gpt_category_names,in_original_experiment
"Mary wanted to surprise Cynthia with a puppy for Christmas, so _ asked about allergies to dogs.","Mary wanted to surprise Cynthia with a puppy for Christmas, so the one who asked about allergies to dogs was _.",Mary,Cynthia,1,2,['social'],1
"Keeping the doors closed and the windows opened kept the apartment cool , because the _ let out the heat.","eeping the doors closed and the windows open kept the apartment cool, because the heat was let out by the _.",doors,windows,2,"1, 5","['physical', 'spatial']",1
"Keeping the doors closed and the windows opened kept the apartment cool , because the _ kept out the heat.","Keeping the doors closed and the windows open kept the apartment cool, because the heat was kept out by the _.",doors,windows,1,1,['physical'],1
"Samuel had a shorter expected lifespan than Kenneth, so _ procrastinated in following all their dreams.","Samuel had a shorter expected lifespan than Kenneth, so the one who procrastinated in following all their dreams was _.",Samuel,Kenneth,2,"3, 4","['numerical', 'temporal']",1
The personal trainer gave Laura but not Victoria the more difficult exercise because _ was in shape.,The personal trainer gave Laura but not Victoria the more difficult exercise because the one who was in shape was _.,Laura,Victoria,1,2,['social'],1
The personal trainer gave Laura but not Victoria the more difficult exercise because _ was out of shape.,The personal trainer gave Laura but not Victoria the more difficult exercise because the one who was out of shape was _.,Laura,Victoria,2,2,['social'],1
If I want to build a swing should I build it out of wood or use a tire? It seems like the _ would get dirty and gross inside.,If I want to build a swing should I build it out of wood or use a tire? It seems that the one that would dirty and gross inside is the _.,tire,wood,1,1,['physical'],1
If I want to build a swing should I build it out of wood or use a tire? It seems like the _ would get rotten eventually.,If I want to build a swing should I build it out of wood or use a tire? It seems that the one that would get rotten eventually is the _.,tire,wood,2,1,['physical'],1
The chef added butter to the pan on the stove and it began to melt right away because the _ was hot.,The chef added butter to the pan on the stove and it began to melt right away because of how hot the _ was.,pan,butter,1,1,['physical'],1
The chef added butter to the pan on the stove and it began to melt right away because the _ was soft.,The chef added butter to the pan on the stove and it began to melt right away because of how soft the _ was.,pan,butter,2,1,['physical'],1
The sink in the bathroom looked good but the toilet was leaking so James kept the _ .,The sink in the bathroom looked good but the toilet was leaking so James kept the _ .,toilet,sink,2,1,['physical'],1
Benjamin had less piercings than Jeffrey did so it was harder for _ to get a job.,"Because Benjamin had fewer piercings than Jeffrey did, it was harder to get a job for _.",Benjamin,Jeffrey,2,"2, 3","['numerical', 'social']",1
"Rachel wanted children, but Megan had no interest, so _ looked for someone else to have freedom with.","Rachel wanted children, but Megan had no interest, so the one who looked for someone else to have freedom with was _.",Rachel,Megan,2,2,['social'],1
Joe drank his milk and tried to dunk his cookie in the glass but the _ was too small.,Joe drank his milk and tried to dunk his cookie in the glass but what was too small was the _.,cookie,glass,2,"1, 5","['physical', 'spatial']",1
Joe drank his milk and tried to dunk his cookie in the glass but the _ was too big.,Joe drank his milk and tried to dunk his cookie in the glass but what was too big was the _.,cookie,glass,1,"1, 5","['physical', 'spatial']",1
"The bank permitted Michael to open a checking account, but not Matthew, because _ was employed.","The bank permitted Michael to open a checking account, but not Matthew, because the one who was employed was _.",Michael,Matthew,1,2,['social'],1
"The bank permitted Michael to open a checking account, but not Matthew, because _ was unemployed.","The bank permitted Michael to open a checking account, but not Matthew, because the one who was unemployed was _.",Michael,Matthew,2,2,['social'],1
"The children were not vaccinated, which was fine with Betty but annoyed Mary. _ knew they didn't make kids autistic.","The children were not vaccinated, which was fine with Betty but annoyed Mary. The one who knew they didn't make kids autistic was _.",Betty,Mary,2,2,['social'],1
"The children were not vaccinated, which was fine with Betty but annoyed Mary. _ believed they made kids autistic.","The children were not vaccinated, which was fine with Betty but annoyed Mary. The one who believed they made kids autistic was _.",Betty,Mary,1,2,['social'],1
Donna needed dentures or implants for her bad teeth. She chose the _ because they are cheaper.,"Donna needed dentures or implants for her bad teeth and because they are cheaper, she chose the _.",dentures,implants,1,3,['numerical'],1
Donna needed dentures or implants for her bad teeth. She chose the _ because they are permanent.,"Donna needed dentures or implants for her bad teeth and because they are permanent, she chose the _.",dentures,implants,2,1,['physical'],1
"We were going fishing out on the dock later in the day after we couldn't all fit in the boat, because the _ was confined.","We were going fishing out on the dock later in the day after we couldn't all fit in the boat, due to how confined the _ was.",dock,boat,2,1,['physical'],1
"Natalie tended to wear their hair in a ponytail, while Maria wasn't able to, because _ had long hair.","Natalie tended to wear their hair in a ponytail, while Maria wasn't able to, because of how long the hair of _ was.",Natalie,Maria,1,1,['physical'],1
"The pine trees were still green in December, but the oak trees were not, because the _ keep their leaves in fall.","The pine trees were still green in December, but the oak trees were not, because the trees that keep their leaves in the fall are the _.",oak trees,pine trees,2,1,['physical'],1
"The pine trees were still green in December, but the oak trees were not, because the _ lose their leaves in fall.","The pine trees were still green in December, but the oak trees were not, because the trees that lose their leaves in the fall are the _.",oak trees,pine trees,1,"1, 4","['physical', 'temporal']",1
"Joel had many extra possesions while Neil didn't, so _ had to rent a storage shed.","Joel had many extra possessions while Neil didn't, so the one who had to rent a storage shed was _.",Joel,Neil,1,3,['numerical'],1
"Joel had many extra possesions while Neil didn't, so _ didn't have to rent a storage shed.","Joel had many extra possessions while Neil didn't, so the one who didn't have to rent a storage shed was _.",Joel,Neil,2,3,['numerical'],1
"Jeffrey thought Craig probably had gum and asked for a piece, because _ had fresh breath.","Jeffrey thought Craig probably had gum and asked for a piece, because of the fresh breath that _ had.",Jeffrey,Craig,2,1,['physical'],1
"Jeffrey thought Craig probably had gum and asked for a piece, because _ had bad breath.","Jeffrey thought Craig probably had gum and asked for a piece, because of the bad breath that _ had.",Jeffrey,Craig,1,2,['social'],1
Benjamin was able to use their device for longer than Steven because _ remembered to bring their charger.,Benjamin was able to use their device for longer than Steven because the one who remembered to bring their charger was _.,Benjamin,Steven,1,3,['numerical'],1
Laura was thrilled to get their lip pierced but Rachel was pretty scared. _ had theirs done and cried.,Laura was thrilled to get their lip pierced but Rachel was pretty scared. The one who cried after having theirs done was _.,Laura,Rachel,2,2,['social'],1
"The wound responded quickly to the rubbing alcohol, but slowly to the ointment because the _ is more efficient.","The wound responded quickly to the rubbing alcohol, but slowly to the ointment because what is more efficient is the _.",rubbing alcohol,ointment,1,1,['physical'],1
"She decided to report the accident and the burglary, but the _ required much more investigation.","She decided to report the accident and the burglary, but the one that required much more investigation was the _.",burglary,accident,1,2,['social'],1
"She decided to report the accident and the burglary, but the _ required much less investigation.","She decided to report the accident and the burglary, but the one that required much less investigation was the _.",burglary,accident,2,2,['social'],1
Brian informed Aaron that their coach had scheduled an extra event on Saturday morning since _ was present at yesterday's practice.,Brian informed Aaron that their coach had scheduled an extra event on Saturday morning since the person present at yesterday's practice was _.,Brian,Aaron,1,2,['social'],1
For work I can either get there by car or bicycle. I'm going to take the _ today because the weather is supposed to be rainy.,"For work I can either get there by car or bicycle. Because the weather is supposed to be rainy today, I'm going to take the _.",bicycle,car,2,1,['physical'],1
"Of the two owners, Jessica was far worse than Jennifer, because _ like to beat the dogs.","Of the two owners, Jessica was far worse than Jennifer because the one who liked to beat the dogs was _.",Jessica,Jennifer,1,2,['social'],1
The handle of the spoon was submerged in the cup of tea because the _ is short.,The handle of the spoon was submerged in the cup of tea because of how short the _ is.,cup,spoon,2,"1, 5","['physical', 'spatial']",1
The water in the car was cooler than the water in the truck because the engine in the _ had run more recently.,The water in the car was cooler than the water in the truck because the engine had run more recently in the _.,truck,car,1,1,['physical'],1
The water in the car was hotter than the water in the truck because the engine in the _ had run more recently.,The water in the car was hotter than the water in the truck because the engine had run more recently in the _.,truck,car,2,"1, 4","['physical', 'temporal']",1
The color of the paint was quite pleasing to Jessica however Natalie believed it to be too bright. _ painted their room with a subdued color paint.,"The color of the paint was quite pleasing to Jessica, but Natalie thought it too bright, so the one who painted their room with a subdued color paint was _.",Jessica,Natalie,2,2,['social'],1
Research came easy to Monica as compared to Erin because _ 's father was a landscaper.,Research came easy to Monica as compared to Erin because the one whose father was a landscaper was _.,Monica,Erin,2,2,['social'],1
"Because of his rash, he opted not to wash with soap but with oil, as the _ would soothe it.","Because of his rash, he opted not to wash with soap but with oil, as what would soothe it was the _.",soap,oil,2,1,['physical'],1
James took out a seat from his office to create more space. The _ is too big.,James took out a seat from his office to create more space. What is too big is the _.,seat,office,1,1,['physical'],1
His addiction was getting bad so they handed him over to therapy and stopped taking medicine since the _ was cheaper.,"His addiction was getting bad, so they handed him over to therapy and stopped taking medicine, since the cheaper option was the _.",therapy,medicine,1,3,['numerical'],1
It was easier for the diner to follow their budget than the food truck because the _ had more money to spend.,"It was easier for the diner to follow their budget than the food truck, as the one who had more money to spend was the _.",diner,food truck,1,3,['numerical'],1
It was easier for the diner to follow their budget than the food truck because the _ had less money to spend.,"It was easier for the diner to follow their budget than the food truck, as the one who had less money to spend was the _.",diner,food truck,2,3,['numerical'],1
"Donald stuck his nose up and scoffed at William's ragged outfit, because _ looked like the working class.",Donald stuck his nose up and scoffed at William's ragged outfit because the one who looked like the working class was _.,Donald,William,2,2,['social'],1
"We didn't get the biscuits this morning before school, so I ordered an omelet instead of a hash brown as the _ would make me hungry.","We didn't get the biscuits this morning before school, so I ordered an omelet instead of a hash brown because what would make me hungry was the _.",omelet,hash brown,2,1,['physical'],1
"We didn't get the biscuits this morning before school, so I ordered an omelet instead of a hash brown as the _ would make me full.","We didn't get the biscuits this morning before school, so I ordered an omelet instead of a hash brown because what would make me full was the _.",omelet,hash brown,1,1,['physical'],1
Brett threw away all the soda and junk food to reduce Leslie's dependence on unhealthy foods because _ cares for his health.,"Brett threw away all the soda and junk food to reduce Leslie's dependence on unhealthy foods, because the one who cares for his health is _.",Brett,Leslie,1,2,['social'],1
Gem needed both therapy and medicines to cope with her broken leg. She preferred the _ because it was painless.,"Gem needed both therapy and medicines to cope with her broken leg. Because it was painless, he preferred the _.",medicine,therapy,1,1,['physical'],1
Neil told Lawrence that he was training to be a race car driver.  _ was worried about him.,"Neil told Lawrence that he was training to be a race car driver, and the person who was worried about him was _.",Neil,Lawrence,2,2,['social'],1
"the water poured freely into the hole until it disappeared , the _ was  little.","the water poured freely into the hole until it disappeared , because of how little the _ was.",hole,water,2,3,['numerical'],1
"the water poured freely into the hole until it disappeared , the _ was deep.","the water poured freely into the hole until it disappeared , because of how deep the _ was.",hole,water,1,1,['physical'],1
"Elena was an excellent flight attendant when Sarah boarded the plane with a fear of flying because, _ was able to overcome their fears.","Elena was an excellent flight attendant when Sarah boarded the plane with a fear of flying, because the one who was able to overcome their fears was _.",Elena,Sarah,2,2,['social'],1
Carla start doing sit-ups and pushups for her weak spots. The _ are for her abs.,"Carla started doing sit-ups and pushups for her weak spots, and the exercises that are specifically for her abs are the _.",sit-ups,pushups,1,1,['physical'],1
Carla start doing sit-ups and pushups for her weak spots. The _ are for her chest.,"Carla started doing sit-ups and pushups for her weak spots, and the exercises that are specifically for her chest are the _.",sit-ups,pushups,2,1,['physical'],1
Dennis invited Joseph on a trip to the hatchery tomorrow morning because _ was also interested in fish.,Dennis invited Joseph on a trip to the hatchery tomorrow morning because the person who was also interested in fish was _.,Dennis,Joseph,2,2,['social'],1
The man finally decided to become a guardian for the child at the orphanage because the _ was loving.,The man finally decided to become a guardian for the child at the orphanage because of how loving the _ was.,orphanage,guardian,2,2,['social'],1
"Megan wrote on the paper with a pencil unlike Jennifer who wrote with a pen, because _ wanted to erase it later.","Megan wrote on the paper with a pencil unlike Jennifer who wrote with a pen, because the one wanting to erase it later was _.",Megan,Jennifer,1,1,['physical'],1
"Megan wrote on the paper with a pencil unlike Jennifer who wrote with a pen, because _ wanted to keep it for later.","Megan wrote on the paper with a pencil unlike Jennifer who wrote with a pen, because the one wanting to keep it for later was _.",Megan,Jennifer,2,1,['physical'],1
Joseph wanted to sell lemonade at a stand in the summer months instead of the spring months since people in the _ would be thirstier.,"Joseph wanted to sell lemonade at a stand in the summer months instead of the spring months, assuming people would be thirstier in the _ months.",summer,spring,1,"1, 4","['physical', 'temporal']",1
"After a boring meeting, Monica closed her eyes and dozed while Carrie took a walk, as _ had gone to bed late the night before.","After a boring meeting, Monica closed her eyes and dozed while Carrie took a walk, because the one who had gone to bed late the night before was _.",Monica,Carrie,1,4,['temporal'],1
"After a boring meeting, Monica closed her eyes and dozed while Carrie took a walk, as _ had gone to bed early the night before.","After a boring meeting, Monica closed her eyes and dozed while Carrie took a walk, because the one who had gone to bed early the night before was _.",Monica,Carrie,2,4,['temporal'],1
"My mom didn't fit the shape into the painting, because the _ was too complete.",My mom didn't fit the shape into the painting because of how complete the _ was.,shape,painting,2,"1, 5","['physical', 'spatial']",1
Jason was at practice all the time to try and get better than Christopher. _ needed more practice.,Jason was at practice all the time to try and get better than Christopher. The one needing more practice was _.,Jason,Christopher,1,3,['numerical'],1
The team won a trophy instead of a plaque as a result of hard times as the _ was cheap to make.,"Due to hard times, the team won a trophy instead of a plaque since it was cheaper to make the _.",trophy,plaque,1,1,['physical'],1
Megan liked to read a book good more than Samantha because _ liked the peace and quiet.,Megan liked to read a book more than Samantha because the one who liked the peace and quiet was _.,Megan,Samantha,1,2,['social'],1
Megan liked to read a book good more than Samantha because _ hated the peace and quiet.,Megan liked to read a book more than Samantha because the one who hated the peace and quiet was _.,Megan,Samantha,2,2,['social'],1
"Late at night, Rebecca was more tired than Jessica so _ was unable to go right to sleep.","Late at night, Rebecca was more tired than Jessica, so the one who was unable to go right to sleep was _.",Rebecca,Jessica,2,3,['numerical'],1
"Late at night, Rebecca was more tired than Jessica so _ was able to go right to sleep.","Late at night, Rebecca was more tired than Jessica, so the one who was able to go right to sleep was _.",Rebecca,Jessica,1,3,['numerical'],1
The woman pierced the customer's tongue with a needle before piercing his nose because the _ was numb.,The woman pierced the customer's tongue with a needle before piercing his nose because the area that was numb was the _.,tongue,nose,1,1,['physical'],1
The woman pierced the customer's tongue with a needle before piercing his nose because the _ was still sensitive.,The woman pierced the customer's tongue with a needle before piercing his nose because the area that was still sensitive was the _.,tongue,nose,2,1,['physical'],1
Starting the engine of the car took less time unlike the truck since the _ 's engine was working at the time.,Starting the engine of the car took less time unlike the truck since the engine working at the time was that of the _.,car,truck,1,4,['temporal'],1
"Neil used a chainsaw to cut down the tree instead of a regular saw like William, because _ believed in modern equipment.","Neil used a chainsaw to cut down the tree instead of a regular saw like William, because the one who believed in modern equipment was _.",Neil,William,1,1,['physical'],1
Justin usually paid for the gas when Craig always said he was broke. _ was generous.,"Justin usually paid for the gas when Craig always said he was broke, so the generous person was _.",Justin,Craig,1,2,['social'],1
Erin loved people and wanted to help them while Katrina loved to help animals. _ volunteered at the local shelter.,"Erin loved people and wanted to help them, while Katrina loved to help animals. The one who volunteered at the local shelter was _.",Erin,Katrina,2,2,['social'],1
Dennis did not enjoy their afternoon but Hunter did because _ left work after the sunset.,Dennis did not enjoy their afternoon but Hunter did because the one who left work after the sunset was _.,Dennis,Hunter,1,4,['temporal'],1
"We were making orange jack o lanterns and  bought candles to put in the oranges, the candles did not fit. The _ were too big.","We were making orange jack o lanterns and  bought candles to put in the oranges, the candles did not fit because of how big the _ were.",candles,oranges,1,"1, 5","['physical', 'spatial']",1
Neil put the finishing touches on the android as he sold it off to Brian because _ was an engineer.,Neil put the finishing touches on the android as he sold it off to Brian because the one who was an engineer was _.,Neil,Brian,1,2,['social'],1
"Beautiful to Angela means something physical, while it's mental to Emily, so _ is deeper.","Beautiful to Angela means something physical, while it's mental to Emily, so the person that is deeper is _.",Angela,Emily,2,1,['physical'],1
"Beautiful to Angela means something physical, while it's mental to Emily, so _ is shallower.","Beautiful to Angela means something physical, while it's mental to Emily, so the person that is shallower is _.",Angela,Emily,1,1,['physical'],1
I was wearing wool socks when I went to try on my new boots but I couldn't get them on because the _ were too small.,I was wearing wool socks when I went to try on my new boots but couldn't get them on because of how small the _ were.,boots,socks,1,1,['physical'],1
I was wearing wool socks when I went to try on my new boots but I couldn't get them on because the _ were too large.,I was wearing wool socks when I went to try on my new boots but couldn't get them on because of how large the _ were.,boots,socks,2,1,['physical'],1
The hair stylist gave Laura hair extensions and not Katrina because _ had very short hair.,"The hair stylist gave Laura hair extensions and not Katrina, as the person who had very short hair was _.",Laura,Katrina,1,1,['physical'],1
Monica did not need a recipe in order to mix a cake but Angela did because _ was an instinctive baker.,Monica did not need a recipe in order to mix a cake but Angela did because the instinctive baker was _.,Monica,Angela,1,2,['social'],1
"Craig had cereal for breakfast while Dennis had a shake, so _ finished drinking their breakfast.","Craig had cereal for breakfast while Dennis had a shake, so the one who finished drinking their breakfast was _.",Craig,Dennis,2,1,['physical'],1
"Craig had cereal for breakfast while Dennis had a shake, so _ finished eating their breakfast.","Craig had cereal for breakfast while Dennis had a shake, so the one who finished eating their breakfast was _.",Craig,Dennis,1,4,['temporal'],1
He made a few dishes to serve. One was a salad and the other was a steak. The _ was healthy.,"He made a few dishes to serve. One was a salad and the other was a steak, with the healthy option being the _.",salad,steak,1,1,['physical'],1
"Cynthia has a pond in their backyard, but Carrie cannot afford one, which means _ lives in the richer neighborhood.","Cynthia has a pond in their backyard, but Carrie cannot afford one, which means the person who lives in the richer neighborhood is _.",Cynthia,Carrie,1,2,['social'],1
Neil's cat was terrified of thunderstorms but Kyle's wasn't bothered by them. _ found their cat hiding under the bed after the loud crackle of thunder.,Neil's cat was terrified of thunderstorms but Kyle's wasn't bothered by them. The one who found their cat hiding under the bed after the loud crackle of thunder was _.,Neil,Kyle,1,1,['physical'],1
All of the bands were not able to march on the fields at the same time because the _ were massive.,All of the bands were not able to march on the fields at the same time because of how massive the _ were.,bands,fields,1,1,['physical'],1
I like to drink mineral water over tap water when I travel outside of the USA because the _ water in other countries is safe.,I like to drink mineral water over tap water when I travel outside of the USA because is the safe option in other countries is _ water.,mineral,tap,1,2,['social'],1
"Rachel hated their new in-laws, but tried to keep it secret from Monica.  Eventually _ told them.","Rachel hated their new in-laws, but tried to keep it secret from Monica. Eventually, the one who told them was _.",Rachel,Monica,1,2,['social'],1
Samantha was pretty good at math while Natalie was better at English. _ enrolled in a storytelling class this semester.,"Samantha was pretty good at math while Natalie was better at English. This semester, the one who enrolled in a storytelling class was _.",Samantha,Natalie,2,2,['social'],1
Kenneth had worse skin than Craig so _ had to use more of the moisturizer.,"Kenneth had worse skin than Craig, so the one who had to use more of the moisturizer was _.",Kenneth,Craig,1,3,['numerical'],1
Kenneth had better skin than Craig so _ had to use more of the moisturizer.,"Kenneth had better skin than Craig, so the one who had to use more of the moisturizer was _.",Kenneth,Craig,2,3,['numerical'],1
The cat Natalie owned would snuggle up on Jessica's lap because _ was nice to it all the time.,The cat Natalie owned would snuggle up on Jessica's lap because the one that was nice to it all the time was _.,Natalie,Jessica,2,2,['social'],1
"Brian always tried to find ways to be productive at work unlike Kenneth, because _ was a hard worker.","Brian always tried to find ways to be productive at work unlike Kenneth, because the person that was a hard worker is _.",Brian,Kenneth,1,2,['social'],1
"Tanya loved pepperoni on their pizza and Katrina loved sausage, so when it had just sausage _ was not very happy.","Tanya loved pepperoni on their pizza and Katrina loved sausage, so when it had just sausage, the one that was not very happy was _.",Tanya,Katrina,1,2,['social'],1
"Tanya loved pepperoni on their pizza and Katrina loved sausage, so when it had just pepperoni _ was not very happy.","Tanya loved pepperoni on their pizza and Katrina loved sausage, so when it had just pepperoni, the one that was not very happy was _.",Tanya,Katrina,2,2,['social'],1
Jen planned a retreat to a mountain or the park. She chose the _ because it was warmer.,"Jen planned a retreat to a mountain or the park, choosing the warmer option, which was the _.",mountain,park,2,5,['spatial'],1
"Justin bought a new RV but Lawrence liked his old one, so _ decided to sell it.","Justin bought a new RV but Lawrence liked his old one, so the one who decided to sell it was _.",Justin,Lawrence,1,2,['social'],1
"Tanya was unrecognizable after Sarah was done beating them, so _ ended up going to jail.","Tanya was unrecognizable after Sarah was done beating them, so the one who ended up going to jail was _.",Tanya,Sarah,2,2,['social'],1
"Frank wanted to put the burger on the barbecue, but the _ wasn't formed yet.","Frank wanted to put the burger on the barbecue, but what wasn't formed yet was the _.",barbecue,burger,2,4,['temporal'],1
"The student liked writing their signature with a pen instead of a pencil, because the _ showed up lighter.","The student liked writing their signature with a pen instead of a pencil, because it showed up lighter with the _.",pen,pencil,2,1,['physical'],1
"The student liked writing their signature with a pen instead of a pencil, because the _ showed up darker.","The student liked writing their signature with a pen instead of a pencil, because it showed up darker with the _.",pen,pencil,1,1,['physical'],1
"The medical waste was moved from the bag to the bucket, so the _ soon became sterilized.","The medical waste was moved from the bag to the bucket, so the container that soon became sterilized was the _.",bucket,bag,2,1,['physical'],1
Sarah but not Erin would get a retirement pension because _ had a 30 year work career.,Sarah but not Erin would receive a retirement pension since the one who had a 30 year work career was _.,Sarah,Erin,1,2,['social'],1
Connie likes to cook at home and decided to forgo a roast in favor of tofu because the _ is useless for a vegetarian meal.,Connie likes to cook at home and decided to forgo a roast in favor of tofu because what is useless for a vegetarian meal is the _.,roast,tofu,1,2,['social'],1
"He has a much harder time with this fever compared to the flu, because the _ took one week to get over.","He has a much harder time with this fever compared to the flu, because it took one week to get over the _.",fever,flu,1,4,['temporal'],1
"I couldn't decide if I should pressure cook or smoke the pig feet.  After looking outside, I decided the weather was poor enough to _ them.","I couldn't decide if I should pressure cook or smoke the pig feet.  After looking outside, I decided the weather was poor enough to _ them.",smoke,pressure cook,2,4,['temporal'],1
"I couldn't decide if I should pressure cook or smoke the pig feet.  After looking outside, I decided the weather was good enough to _ them.","I couldn't decide if I should pressure cook or smoke the pig feet.  After looking outside, I decided the weather was good enough to _ them.",smoke,pressure cook,1,"1, 4","['physical', 'temporal']",1
The computer ran faster than the tablet because the files on the _ were larger.,The computer ran faster than the tablet because the larger files were on the _.,tablet,computer,1,3,['numerical'],1
"Gem had a husky breed named Ben. Ben liked both bones and toys. However, he liked the _ the best because it was inedible.","Gem had a husky breed named Ben. Ben liked both bones and toys; however, because it was inedible, Ben preferred the _.",bones,toys,2,1,['physical'],1
"Brian agreed to buy soap for Kenneth while at the store, and _ paid them back the following day for the errand.","Brian agreed to buy soap for Kenneth while at the store, and the one who paid them back the following day for the errand was _.",Brian,Kenneth,2,2,['social'],1
The professor's eyes could not see clearly because of the sunglasses he had. The _ were poor.,The professor's eyes could not see clearly because of the sunglasses he had. What was in poor condition were the _.,Sunglasses,Eyes,1,1,['physical'],1
"For her birthday gifts, Sarah was upset with the pearls, but felt the opposite about the rings she received. The _ were fancier.","For her birthday gifts, Sarah was upset with the pearls, but felt the opposite about the rings she received. The fancier jewelry were the _.",pearls,rings,2,2,['social'],1
"Jody wanted new mascara and eyeliner, either black or brown, but the _ was too heavy.","Jody wanted new mascara and eyeliner, either black or brown, but the one that was too heavy was the _.",black,brown,1,1,['physical'],1
Aaron wanted to go the gym but the others wanted to go to the park because the _ did require membership.,Aaron wanted to go to the gym but the others wanted to go to the park because membership was required for the _.,gym,park,1,2,['social'],1
"The doctor couldn't treat the arm infection, but was able to handle the ear ache. The _ was more petty.","The doctor couldn't treat the arm infection, but was able to handle the ear ache. The ailment that was more petty is the _.",arm infection,ear ache,2,1,['physical'],1
"Kyle paid Craig to board the family dog at the kennel for a week, because _ was going on vacation.","Kyle paid Craig to board the family dog at the kennel for a week, because the one going on vacation was _.",Kyle,Craig,1,2,['social'],1
"The stove was left on after Matthew used it, so Nelson turned it off. _ was careful.","The stove was left on after Matthew used it, so Nelson turned it off. The person that was careful is_.",Matthew,Nelson,2,2,['social'],1
The brutal boxing match was suitable for Christopher but not Samuel because _ did damage to his opponent.,"The brutal boxing match was suitable for Christopher but not Samuel, because the person who did damage his opponent was _.",Christopher,Samuel,1,2,['social'],1
The brutal boxing match was suitable for Christopher but not Samuel because _ did not damage his opponent.,"The brutal boxing match was suitable for Christopher but not Samuel, because the person who did not damage his opponent was _.",Christopher,Samuel,2,2,['social'],1
"The dog hated Kevin but loved Derrick, so _ started bringing the dog treats to change its mind.","The dog hated Kevin but loved Derrick, so the person who started bringing the dog treats to change its mind was _.",Kevin,Derrick,1,2,['social'],1
"Patricia has a trouble with training her horse and wants Tanya's help, because _ wants her horse to behave.","Patricia has trouble with training her horse and wants Tanya's help, because the one who wants her horse to behave is _.",Patricia,Tanya,1,2,['social'],1
Randy was going to see an X-rated film but was stopped on the sidewalk and yelled at by Nick. The anger showed on _ 's face.,Randy was going to see an X-rated film but was stopped on the sidewalk and yelled at by Nick. The anger showed on _ 's face.,Randy,Nick,2,2,['social'],1
Randy was going to see an X-rated film but was stopped on the sidewalk and yelled at by Nick. The shame showed on _ 's face.,Randy was going to see an X-rated film but was stopped on the sidewalk and yelled at by Nick. The shame showed on _ 's face.,Randy,Nick,1,2,['social'],1
"Joel ran out of toilet paper, so he asked Dennis in the stall next to him for some. _ was relieved when he agreed.","Joel ran out of toilet paper, so he asked Dennis in the stall next to him for some. The person who was relieved when he agreed was _.",Joel,Dennis,1,2,['social'],1
"I was driving my car and tried to get through the intersection, but the light turned red. The _ is too fast.","I was driving my car and tried to get through the intersection, but the light turned red. What was too fast was the _.",light,car,1,1,['physical'],1
Joe brought his books to school in a suitcase instead of a backpack because the _ was bigger.,"Joe brought his books to school in a suitcase instead of a backpack, since the bigger option was the _.",suitcase,backpack,1,"3, 5","['numerical', 'spatial']",1
"During the earthquake, the boy hid under the desk instead of the table because the _ was sturdy.","During the earthquake, the boy hid under the desk instead of the table because of how sturdy the _ was.",desk,table,1,"1, 5","['physical', 'spatial']",1
"While playing soccer, Robert got kicked in the head and Joel laughed at him causing the coach to look at _ with pity.","While playing soccer, Robert got kicked in the head and Joel laughed at him, which caused the coach to look with pity at _.",Robert,Joel,1,2,['social'],1
Donald had to wax a lot more frequently than Ian because _ had blonde colored hair.,Donald had to wax a lot more frequently than Ian because of the blonde colored hair that _ had.,Donald,Ian,2,1,['physical'],1
Christine took all the money while Mary told her to save the money for herself. _ only knows to take.,Christine took all the money while Mary told her to save the money for herself. The person who only knows to take is_.,Christine,Mary,1,2,['social'],1
"Craig grew frustrated trying to coach Nick in soccer, as _ lacked the aptitude needed for the task.",Craig grew frustrated trying to coach Nick in soccer because the one who lacked the aptitude for the task was _.,Craig,Nick,2,2,['social'],1
"Craig grew frustrated trying to coach Nick in soccer, as _ lacked the patience needed for the task.",Craig grew frustrated trying to coach Nick in soccer because the one who lacked the patience for the task was _.,Craig,Nick,1,2,['social'],1
The musician liked playing at the auditorium more than at the park because he sounded louder at the _ .,The musician liked playing at the auditorium more than at the park because he sounded louder at the _ .,auditorium,park,1,1,['physical'],1
"Wanting to impress his boss, the man put the brandy away and served scotch instead because the _ was expensive.","Wanting to impress his boss, the man put the brandy away and served scotch instead, because of how expensive the _ is.",Brandy,Scotch,2,2,['social'],1
"Wanting to impress his boss, the man put the brandy away and served scotch instead because the _ was cheap.","Wanting to impress his boss, the man put the brandy away and served scotch instead, because of how cheap the _ is.",Brandy,Scotch,1,2,['social'],1
"Pho needs cilantro and beef to be tasty. However, the _ can be too bitter.","Pho needs cilantro and beef to be tasty. However, what can be too bitter is the _.",cilantro,beef,1,1,['physical'],1
"Betty's blanket was much thicker than Jessica's blanket, so _ felt cold all night in bed.","Betty's blanket was much thicker than Jessica's blanket, so the one who felt cold all night in bed was _.",Betty,Jessica,2,"1, 3","['numerical', 'physical']",1
Natalie had a phobia about crossing over high bridges but Tanya didn't. _ had to re-route their trip to avoid bridges.,"Natalie had a phobia about crossing over high bridges, but Tanya did not. Therefore, the one who had to re-route their trip to avoid bridges was _.",Natalie,Tanya,1,2,['social'],1
Rebecca had a way of minimizing risks whereas Mary usually did not. This made _ want to assist.,"Rebecca had a way of minimizing risks whereas Mary usually did not, making it more appealing to assist for _.",Rebecca,Mary,1,2,['social'],1
If you are trying to get rid of blood spots from clothes use cold water instead of hot water the _ releases the stain.,"If you are trying to get rid of blood spots from clothes, use cold water instead of hot water, since the stain is released by the _.",cold water,hot water,1,1,['physical'],1
